Type,Instance,Name,PresentValue,Override,Description
Analog Input,1,Facility Outdoor Air Temperature,77.01798 °F,,
Analog Input,2,Facility Outdoor Air Humidity,85.28802 %,,
Multi State Input,50,Occupancy Status|vav-10,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,51,Secondary Communication Status|vav-10,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,52,Timed Override Status|vav-10,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,53,Communication Status|vav-11,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,54,Heat Cool Mode Status|vav-11,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,55,Occupancy Status|vav-11,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,56,Secondary Communication Status|vav-11,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,57,Timed Override Status|vav-11,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,58,Communication Status|vav-12,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,59,Heat Cool Mode Status|vav-12,[2] Heat,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,60,Occupancy Status|vav-12,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,61,Secondary Communication Status|vav-12,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,62,Timed Override Status|vav-12,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,63,Communication Status|vav-13,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,64,Heat Cool Mode Status|vav-13,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,65,Occupancy Status|vav-13,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,66,Secondary Communication Status|vav-13,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,67,Timed Override Status|vav-13,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,68,Communication Status|vav-14,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,69,Heat Cool Mode Status|vav-14,[2] Heat,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,70,Occupancy Status|vav-14,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,71,Secondary Communication Status|vav-14,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,72,Timed Override Status|vav-14,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,73,Communication Status|vav-15,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,74,Heat Cool Mode Status|vav-15,[2] Heat,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,75,Occupancy Status|vav-15,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,76,Secondary Communication Status|vav-15,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,77,Timed Override Status|vav-15,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,78,Communication Status|vav-16,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,79,Heat Cool Mode Status|vav-16,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,80,Occupancy Status|vav-16,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,81,Secondary Communication Status|vav-16,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,82,Timed Override Status|vav-16,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,83,Communication Status|vav-17,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,84,Heat Cool Mode Status|vav-17,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,85,Occupancy Status|vav-17,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,86,Secondary Communication Status|vav-17,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,87,Timed Override Status|vav-17,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,88,Communication Status|vav-18,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,89,Heat Cool Mode Status|vav-18,[2] Heat,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,90,Occupancy Status|vav-18,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,91,Secondary Communication Status|vav-18,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,92,Timed Override Status|vav-18,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,93,Communication Status|vav-19,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,94,Heat Cool Mode Status|vav-19,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,95,Occupancy Status|vav-19,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,96,Secondary Communication Status|vav-19,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,97,Timed Override Status|vav-19,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,98,Communication Status|vav-20,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,99,Heat Cool Mode Status|vav-20,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,100,Occupancy Status|vav-20,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,101,Secondary Communication Status|vav-20,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,102,Timed Override Status|vav-20,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,103,Communication Status|vav-21,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,104,Heat Cool Mode Status|vav-21,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,105,Occupancy Status|vav-21,[2] Unoccupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,106,Secondary Communication Status|vav-21,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,107,Timed Override Status|vav-21,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,108,Communication Status|vav-22,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,109,Heat Cool Mode Status|vav-22,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,110,Occupancy Status|vav-22,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,111,Secondary Communication Status|vav-22,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,112,Timed Override Status|vav-22,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,113,Communication Status|vav-23,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,114,Heat Cool Mode Status|vav-23,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,115,Occupancy Status|vav-23,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,116,Secondary Communication Status|vav-23,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,117,Timed Override Status|vav-23,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,118,Communication Status|vav-24,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,119,Heat Cool Mode Status|vav-24,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,120,Occupancy Status|vav-24,[2] Unoccupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,121,Secondary Communication Status|vav-24,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,122,Timed Override Status|vav-24,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,123,Communication Status|vav-25,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,124,Heat Cool Mode Status|vav-25,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,125,Occupancy Status|vav-25,[2] Unoccupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,126,Secondary Communication Status|vav-25,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,127,Timed Override Status|vav-25,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,128,Communication Status|vav-26,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,129,Heat Cool Mode Status|vav-26,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,130,Occupancy Status|vav-26,[2] Unoccupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,131,Secondary Communication Status|vav-26,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,132,Timed Override Status|vav-26,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,133,Communication Status|vav-27,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,134,Heat Cool Mode Status|vav-27,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,135,Occupancy Status|vav-27,[2] Unoccupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,136,Secondary Communication Status|vav-27,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,137,Timed Override Status|vav-27,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,138,Communication Status|vav-28,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,139,Heat Cool Mode Status|vav-28,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,140,Occupancy Status|vav-28,[2] Unoccupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Input,141,Secondary Communication Status|vav-28,[3] Communicating,,"[1]=Not Communicating, [2]=Unresolved, [3]=Communicating, [4]=Startup"
Multi State Input,142,Timed Override Status|vav-28,[1] Idle,,"[1]=Idle, [2]=On, [3]=Cancel"
Multi State Input,143,occupancyStatus|APEC Classrooms Area-1,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Bypass, [4]=Standby"
Multi State Input,144,operatingMode|APEC Classrooms Area-1,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Optimal Start, [4]=Humidity Pulldown, [5]=Optimal Stop, [6]=Unoccupied Heating/Cooling, [7]=Night Purge, [8]=Unoccupied Humidify, [9]=Unoccupied Dehumidify"
Multi State Input,145,heatCoolModeStatus|APEC Classrooms Area-1,[4] Cool,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,146,economizerStatus|APEC Classrooms Area-1,[3] Auto,,"[1]=Disabled, [2]=Enabled, [3]=Auto"
Multi State Input,147,occupancyStatus|APEC Offices Area-2,[1] Occupied,,"[1]=Occupied, [2]=Unoccupied, [3]=Bypass, [4]=Standby"
Multi State Input,148,operatingMode|APEC Offices Area-2,,,"[1]=Occupied, [2]=Unoccupied, [3]=Optimal Start, [4]=Humidity Pulldown, [5]=Optimal Stop, [6]=Unoccupied Heating/Cooling, [7]=Night Purge, [8]=Unoccupied Humidify, [9]=Unoccupied Dehumidify"
Multi State Input,149,heatCoolModeStatus|APEC Offices Area-2,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Input,150,economizerStatus|APEC Offices Area-2,,,"[1]=Disabled, [2]=Enabled, [3]=Auto"
Multi State Input,151,systemMode|VPEC AHU-1E VAS-1,,,"[1]=Off, [2]=Air Handler Startup Delay, [3]=On, [4]=Common Space VAV Shutdown Delay, [5]=System Balancing"
Multi State Input,152,commonSpaceVavModeRequest|VPEC AHU-1E VAS-1,,,"[1]=Occupied, [2]=Unoccupied, [3]=Optimal Start, [4]=Humidity Pulldown, [5]=Optimal Stop, [6]=Unoccupied Heating/Cooling, [7]=Night Purge, [8]=Unoccupied Humidify, [9]=Unoccupied Dehumidify"
Multi State Input,153,ductPressOptStatus|VPEC AHU-1E VAS-1,,,"[1]=Active, [2]=Disabled, [3]=No Vav Data, [4]=In Test, [5]=Max Heat, [6]=Ahu Off, [7]=Air Valve Closed"
Multi State Input,154,ventOptStatus|VPEC AHU-1E VAS-1,,,"[1]=Active, [2]=Disabled, [3]=No Vav Data, [4]=Ahu Not Occupied, [5]=No Qualified VAVs"
Multi State Input,155,operatingMode|VPEC AHU-1E VAS-1,,,"[1]=Occupied, [2]=Unoccupied, [3]=Optimal Start, [4]=Humidity Pulldown, [5]=Optimal Stop, [6]=Unoccupied Heating/Cooling, [7]=Night Purge, [8]=Unoccupied Humidify, [9]=Unoccupied Dehumidify"
Multi State Input,156,occupancyStatus|VPEC AHU-1E VAS-1,,,"[1]=Occupied, [2]=Unoccupied, [3]=Bypass, [4]=Standby"
Multi State Input,157,ahuModeRequest|VPEC AHU-1E VAS-1,,,"[1]=Occupied, [2]=Unoccupied, [3]=Optimal Start, [4]=Humidity Pulldown, [5]=Optimal Stop, [6]=Unoccupied Heating/Cooling, [7]=Night Purge, [8]=Unoccupied Humidify, [9]=Unoccupied Dehumidify"
Multi State Output,1,Air Flow Override|vav-1,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,2,Heat Cool Mode Request|vav-1,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,3,Occupancy Request|vav-1,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,4,Water Valve Override|vav-1,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,5,Air Flow Override|vav-2,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,6,Heat Cool Mode Request|vav-2,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,7,Occupancy Request|vav-2,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,8,Water Valve Override|vav-2,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,9,Air Flow Override|vav-3,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,10,Heat Cool Mode Request|vav-3,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,11,Occupancy Request|vav-3,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,12,Water Valve Override|vav-3,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,13,Air Flow Override|vav-4,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,14,Heat Cool Mode Request|vav-4,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,15,Occupancy Request|vav-4,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,16,Water Valve Override|vav-4,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,17,Air Flow Override|vav-5,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,18,Heat Cool Mode Request|vav-5,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,19,Occupancy Request|vav-5,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,20,Water Valve Override|vav-5,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,21,Air Flow Override|vav-6,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,22,Heat Cool Mode Request|vav-6,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,23,Occupancy Request|vav-6,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
Multi State Output,24,Water Valve Override|vav-6,,,"[1]=Off, [2]=Not Valid, [3]=Not Valid, [4]=Not Valid, [5]=Open, [6]=Close"
Multi State Output,25,Air Flow Override|vav-7,,,"[1]=Air Valves Auto Control, [2]=Not Used, [3]=Not Used, [4]=Air Valves Controlled to Percentage, [5]=Air Valves Full Open, [6]=Air Valves Full Closed, [7]=Air Valves Minimum Setpoint, [8]=Air Valves Maximum Setpoint"
Multi State Output,26,Heat Cool Mode Request|vav-7,,,"[1]=Auto, [2]=Heat, [3]=Morning Warm-up, [4]=Cool, [5]=Night Purge, [6]=Pre Cool, [7]=Off, [8]=Test, [9]=Emergency Heat, [10]=Fan Only, [11]=Free Cool, [12]=Ice-Making, [13]=Max Heat, [14]=Economizer, [15]=Dehumidify, [16]=Calibrate"
Multi State Output,27,Occupancy Request|vav-7,,,"[1]=Occupied, [2]=Unoccupied, [3]=Occupied Bypass, [4]=Occupied Standby, [5]=Auto"
